"","t","sumkc","rca","sumkk","rka","sumki","ria","Wc","Wk","Wi","rlc","rlk","rli","lambdakprev","qkprev","depkk","pk","phik","pik","UCke","NUCk","yke","ukke","gk","uke","gkk","rrlk","ink","kk","Ik","ks","lambdaiprev","qiprev","depki","depii","firstPeriodInov","pi","phii","yie","pii","gi","uie","uiie","ukie","UCie","NUCi","rrli","ki","inii","inik","Ii","is","ii","lambdacprev","qcprev","depkcT","depic","depkc","pc","NUCc","phic","yce","pic","uice","ukce","UCce","gc","invyc","tucic","tuckc","beta_inv","incid","inckd","z11","z12","inci","inck","uce","rrlc","picki","Ncmax","cs","costk","costi","Ic","kc","ic","YDwmean","CGcmean","CGkmean","CGimean","FDcmean","FDkmean","FDimean","Fcmean","Fkmean","Fimean","FDbmean","YDwgr","CGcgr","CGkgr","CGigr","FDcgr","FDkgr","FDigr","Fcgr","Fkgr","Figr","FDbgr","Fce","rcge","FDce","rce","CGce","cgce","Fke","rkge","FDke","rke","CGke","cgke","Fie","FDie","CGie","rige","rie","cgie","FDbe","YPce","YDce1","YDce","ydce","cc0","cc1","YDwe","ydwe","cw1","exc1","exc2","cw","Cw","cc","Cc","inktot","UCk","Psik","yk","uk","ukk","Nk","Yk","Fk","rk","Ifk","FDkT","REkT","Mkin","Mkleft","Mktot","FDk","REk","esk","ek","yi","ui","Yi","uii1","uii","uki","Ni","UCi","Fi","Psii","ri","Ifi","esi","ei","FDiT","REiT","Miin","Mileft","Mitot","FDi","REi","yc","uc","Yc","uic1","uic","ukc","Nc","UCc","Fc","FDcT","REcT","Mcin","Mcleft","Mctot","FDc","REc","rc","Ifc","Psic","esc","ec","Ntot","Aprc","Aprk","Apri","omegaTc","omegaTk","omegaTi","YDw","Vw","vw","Mw","ydw","kcgr","kkgr","kigr","icgr","iigr","cgr","kgr","igr","capgr","sharekk","shareki","iigre","kkgre","kigre","kcgrmeanbau","kkgrmeanbau","kigrmeanbau","icgrmeanbau","iigrmeanbau","capgrmeanbau","kkgrmeane","kigrmeane","iigrmeane","kcgrmeane","icgrmeane","kcperc","icperc","kiperc","iiperc","kkperc","xkc","xic","xkk","xki","xii","NPVyc","NPVyk","NPVyi","ypotce","ypotke","ypotie","lambda20","lambda30","lambda20a","lambda30a","lambda40a","McD","Vce","Vece","RRm","RRc","RRk","RRi","McDf","pce","pke","pie","Vec","CG","cg","FDbraw","FDb","bailout","YPc","YDc","ydc","Vc","Mc","vc","Lc","Lk","qc","qk","qi","CGc","CGk","CGi","cgc","cgk","cgi","lambdac","lambdak","Mi","Mcon","Mk","Ms","Ld","Li","lambdai","mktsharei","exitk","uTk","uTc","uTi","prk","LF","u","n","kstock","ws","xic1","xic2","xic3","xiw1","xiw2","wage","rl","beta","rb","ecss","ekss","rlcss","rlkss","Omega3","eta1","eta2","eta3","Omega0","Omega1","pri","epsilon","theta","chi","nu","chi1a","chi1","chi1b","rho","tau","lambda10s","McDfss","nLoans","eta0i","eta3i","entry","back","lkc","lic","lkk","lki","lii","rcT","rkT","riT","Omega2","eta0c","eta0k","lambda10","lambda11","lambda12","lambda13","lambda21","lambda22","lambda23","lambda31","lambda32","lambda33","lambda10a","lambda11a","lambda12a","lambda13a","lambda14a","lambda21a","lambda22a","lambda23a","lambda24a","lambda31a","lambda32a","lambda33a","lambda34a","lambda41a","lambda42a","lambda43a","lambda44a","kappa","zeta","eta","gii","psik","psii","psic","irrational","irrational2","irrational3","irrational4","deltai","deltak","beta0","beta1","initlambda","thetashock","phi","RRcT","RRkT","RRiT","lambdacT","lambdakT","lambdaiT","iter block 1","iter block 2","iter block 3","iter block 4","iter block 5","iter block 6","iter block 7","iter block 8","iter block 9","iter block 10","iter block 11","iter block 12","iter block 13","iter block 14","iter block 15","iter block 16","iter block 17","iter block 18","iter block 19","iter block 20","iter block 21","iter block 22","iter block 23","iter block 24","iter block 25","iter block 26","iter block 27","iter block 28","iter block 29","iter block 30","iter block 31","iter block 32","iter block 33","iter block 34","iter block 35","iter block 36","iter block 37","iter block 38","iter block 39","iter block 40","iter block 41"
"1",0,NA,0.0836183225806452,NA,0.0836183225806452,NA,0,10,10,0,0.04,0.04,0,NA,NA,5,134.548611111111,0.666666666666667,0,80.7291666666667,80.7291666666667,24,0.8,0,0.8,0,0.04,5,100,672.743055555555,25,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,19,0,19,134.548611111111,80.7291666666667,0.666666666666667,91.2,0,0,0.8,80.7291666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0.8,0.04,0,NA,114,448.49537037037,0,2556.42361111111,380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4275.27708333333,NA,1718.85347222222,0.210728664890256,0,0,1125.07291666667,NA,452.329861111112,0.193686657634064,0,0,0,0,0,NA,0,0,799.65,2970.83333333333,NA,2970.83333333333,22.08,NA,NA,9300,69.12,NA,NA,NA,69.12,9300,22.08,2970.83333333333,NA,80.7291666666667,NA,24,0.8,0.8,193.75,3229.16666666667,1125.07291666667,0.0836183225806452,0,NA,NA,NA,NA,NA,452.329861111112,672.743055555555,0,50,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,91.2,0.8,12270.8333333333,NA,0,0.8,736.25,80.7291666666667,4275.27708333333,NA,NA,NA,NA,NA,1718.85347222222,2556.42361111111,0.0836183225806452,0,NA,0,100,930,0.123870967741936,0.123870967741935,0,0.0743225806451613,0.0743225806451613,0,9300,18600,138.24,18600,69.12,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7125,0.1875,0.7125,0.1875,0,891.249999999999,11883.3333333333,10992.0833333333,NA,0.244956914509815,0.225146806963673,0,500,81.5671410017888,46.7073846630889,0,10992.0833333333,0,0,NA,799.65,NA,2970.83333333333,2970.83333333333,22.08,11883.3333333333,1391.25,88.3199999999999,15826.40625,4164.84374999997,0.231054865361055,0.251384808270705,0,0,0,0,0,0,0,0.309541935483872,0.309541935483868,0,0,0,19991.25,19991.25,0,0,NA,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.9,0.05,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,1.25,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0360756464938592,-0.0370921436393418,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0579794575069576,-0.115958915013915,-0.0579794575069576,0.173938372520873,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0289897287534788,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,0.0869691862604364,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,-0.0289897287534788,0.173938372520873,65.2784067629846,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.210728664890256,0.193686657634064,0.193686657634064,0.309541935483872,0.309541935483868,0.309541935483868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,255642.361111111,0.0836183225806452,67274.3055555555,0.0836183225806455,0,0,10,10,10,0.04,0.0399999999999999,0.0597465554836879,0.309541935483868,0.251384808270705,5,134.548611111111,0.666666666666667,2.11237479121454e-16,80.7291666666666,80.7291666666667,24,0.8,1.28369537222284e-16,0.8,4.27898457407612e-16,0.0399999999999998,5.00000000000004,100,672.743055555561,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.309541935483872,0.231054865361055,19,0,19,134.548611111111,80.7291666666667,0.666666666666666,91.2,0,1,0.8,80.7291666666666,3.12250225675825e-17,5.7,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.0399999999999998,2.11237479121454e-16,920.312499999999,99.8709677419356,448.49537037037,0,2556.42361111111,380,0,9300,0,0,0,1718.85347222222,452.329861111112,0,4275.27708333333,1125.07291666667,0,799.65,0,0,0,0,0,0,0,0,0,0,0,4275.27708333333,0.524142078639188,1718.85347222222,0.210728664890256,0,0,1125.07291666667,0.481753763256958,452.329861111112,0.193686657634064,0,0,0,0,0,0,0,0,799.65,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9300,69.1200000000001,69.1200000000001,8.6709677419355,0,69.1200000000001,9300,22.08,2970.83333333333,24.0000000000001,80.7291666666666,0.5,24.0000000000001,0.800000000000002,0.800000000000002,193.75,3229.16666666667,1125.07291666667,0.0836183225806456,0,452.329861111112,672.743055555572,1125.07291666667,0,1125.07291666667,452.329861111107,672.743055555565,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2000000000001,0.8,12270.8333333333,1,1,0.8,736.25,80.7291666666666,4275.27708333333,1718.85347222222,2556.42361111107,4275.27708333333,4.45652403868735e-11,4275.27708333333,1718.85347222223,2556.42361111107,0.0836183225806452,0,0.5,0,100,930,0.123870967741936,0.123870967741936,0.001,0.0743225806451614,0.0743225806451614,-0.407601463464501,9300,18600,138.24,18600,69.1200000000001,0,4.2632564145606e-16,0,0,0,0,4.2632564145606e-16,0,4.2632564145606e-16,1,0,0,4.2632564145606e-16,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062692,0,1746.91309811469,459.713973188075,0,0.7125,0.1875,0,0,0.9,891.249999999999,11883.3333333333,10992.0833333333,0,0.244956914509814,0.225146806963674,0,500,81.5671410017886,46.7073846630889,0,10992.0833333333,-1.98951966012828e-11,-1.47866235385018e-13,799.649999999999,799.649999999999,0,2970.83333333334,2970.83333333334,22.08,11883.3333333333,1391.24999999998,88.3199999999997,15826.40625,4164.84374999997,0.231054865361055,0.251384808270705,1,-1.98951966012828e-11,0,0,-2.43911903211693e-15,0,0,0.309541935483872,0.309541935483868,0,3.56521923094988e-11,0,19991.25,19991.25,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.9,0.05,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,1.25,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0360756464938592,-0.0370921436393418,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0579794575069576,-0.115958915013915,-0.0579794575069576,0.173938372520873,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0289897287534788,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,0.0869691862604364,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,-0.0289897287534788,0.173938372520873,65.2784067629846,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.210728664890256,0.193686657634064,0.193686657634064,0.309541935483872,0.309541935483868,0.309541935483868,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1
"3",2,255642.361111111,0.0836183225806452,67274.3055555555,0.0836183225806455,0,0,10,10,10,0.04,0.0399999999999999,0.0597465554836879,0.309541935483868,0.251384808270705,5,134.548611111111,0.666666666666666,0,80.7291666666666,80.7291666666667,24,0.800000000000001,2.70616862252382e-16,0.800000000000001,9.0205620750794e-16,0.0399999999999996,5.00000000000009,100,672.743055555567,24.9999999999999,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.309541935483872,0.231054865361055,19,0,19,134.548611111111,80.7291666666667,0.666666666666666,91.2000000000001,0,1,0.8,80.7291666666666,-3.81639164714898e-17,5.7,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.04,0,920.312499999999,99.8709677419355,448.49537037037,0,2556.42361111111,380,0,9300,-4.9737991503207e-12,0,0,1718.85347222222,452.329861111111,0,4275.27708333333,1125.07291666667,0,799.65,0,0,0,0,5.82041569056376e-15,-1.20641343404412e-14,0,8.50934041509017e-16,1.01048417429195e-15,0,-1.13736597483015e-15,4275.27708333333,0.524142078639189,1718.85347222223,0.210728664890257,-9.9475983006414e-12,-1.21955951605847e-15,1125.07291666667,0.481753763256958,452.329861111109,0.193686657634063,0,0,0,0,0,0,0,0,799.65,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9300,69.1200000000001,69.1200000000001,8.67096774193549,0,69.1200000000001,9300,22.08,2970.83333333333,24.0000000000001,80.7291666666666,0.5,24.0000000000001,0.800000000000002,0.800000000000002,193.75,3229.16666666668,1125.07291666667,0.0836183225806456,0,452.329861111112,672.743055555571,1125.07291666667,0,1125.07291666667,452.329861111107,672.743055555565,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2,0.8,12270.8333333333,1,1,0.8,736.25,80.7291666666666,4275.27708333333,1718.85347222223,2556.42361111111,4275.27708333333,2.86490831058472e-11,4275.27708333336,1718.85347222223,2556.42361111111,0.0836183225806451,0,0.5,0,100,930,0.123870967741936,0.123870967741936,0.001,0.0743225806451615,0.0743225806451615,-0.407601463464501,9300,18600,138.24,18600,69.1200000000001,0,8.5265128291212e-16,0,0,0,0,8.5265128291212e-16,0,8.5265128291212e-16,1,0,0,8.5265128291212e-16,0,0,1.06581410364015e-16,1.06581410364015e-16,0,0,1.06581410364015e-16,1.06581410364015e-16,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062692,0,1746.91309811469,459.713973188076,0,0.7125,0.1875,0,0,0.9,891.249999999999,11883.3333333333,10992.0833333333,0,0.244956914509815,0.225146806963673,0,499.999999999999,81.5671410017885,46.7073846630889,0,10992.0833333333,-1.06581410364015e-11,-7.92140546705454e-14,799.650000000001,799.650000000001,0,2970.83333333334,2970.83333333334,22.0800000000001,11883.3333333333,1391.24999999999,88.3199999999997,15826.40625,4164.84374999997,0.231054865361054,0.251384808270705,1,-8.5265128291212e-12,-2.1316282072803e-12,0,-1.04533672805011e-15,-9.12758538143904e-16,0,0.309541935483872,0.309541935483868,0,2.29192664846778e-11,0,19991.25,19991.25,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.9,0.05,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,1.25,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0360756464938592,-0.0370921436393418,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0579794575069576,-0.115958915013915,-0.0579794575069576,0.173938372520873,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0289897287534788,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,0.0869691862604364,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,-0.0289897287534788,0.173938372520873,65.2784067629846,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.210728664890256,0.193686657634064,0.193686657634064,0.309541935483872,0.309541935483868,0.309541935483868,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1
"4",3,255642.361111111,0.0836183225806452,67274.3055555555,0.0836183225806455,0,0,10,10,10,0.04,0.0399999999999999,0.0597465554836879,0.309541935483868,0.251384808270705,5,134.548611111111,0.666666666666666,0,80.7291666666666,80.7291666666667,24.0000000000001,0.800000000000001,1.78676518025611e-16,0.800000000000001,5.95588393418704e-16,0.0399999999999998,5.00000000000006,100,672.743055555563,25,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.309541935483872,0.231054865361055,19,0,19,134.548611111111,80.7291666666667,0.666666666666666,91.2,0,1,0.8,80.7291666666666,-5.03069808033274e-17,5.7,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.04,0,920.312499999999,99.8709677419356,448.49537037037,0,2556.42361111111,380,0,9300,-7.105427357601e-12,-5.32907051820075e-13,0,1718.85347222223,452.329861111109,0,4275.27708333333,1125.07291666667,0,799.65,3.91180516891582e-16,-0.571428571428571,0,0,1.58738609742647e-15,1.88502099069396e-15,0,-1.27640106226352e-15,1.01048417429195e-15,0,1.84821970909899e-15,4275.27708333333,0.52414207863919,1718.85347222223,0.210728664890258,-6.75015598972095e-12,-8.27558243039675e-16,1125.07291666667,0.481753763256959,452.329861111109,0.193686657634063,-1.06581410364015e-12,-4.56379269071952e-16,0,0,0,0,0,0,799.65,2970.83333333334,2970.83333333334,2970.83333333334,22.08,22.08,22.08,9300,69.1200000000001,69.1200000000001,8.6709677419355,0,69.1200000000001,9300,22.08,2970.83333333333,24,80.7291666666666,0.5,24,0.8,0.8,193.75,3229.16666666667,1125.07291666667,0.0836183225806454,0,452.329861111112,672.743055555567,1125.07291666667,0,1125.07291666667,452.329861111109,672.743055555561,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2000000000001,0.8,12270.8333333333,1,1,0.8,736.25,80.7291666666666,4275.27708333333,1718.85347222222,2556.42361111111,4275.27708333333,2.45563569478691e-11,4275.27708333335,1718.85347222223,2556.42361111111,0.0836183225806452,0,0.5,0,100,930,0.123870967741936,0.123870967741936,0.001,0.0743225806451614,0.0743225806451614,-0.407601463464501,9300,18600,138.24,18600,69.1200000000001,0,5.68434188608079e-16,0,0,0,0,5.68434188608079e-16,0,5.68434188608079e-16,1,0,0,5.68434188608079e-16,0,0,3.19744231092045e-16,2.1316282072803e-16,0,0,3.19744231092045e-16,3.19744231092045e-16,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062692,0,1746.91309811469,459.713973188077,0,0.712499999999999,0.187500000000001,0,0,0.9,891.249999999999,11883.3333333333,10992.0833333333,0,0.244956914509815,0.225146806963674,0,499.999999999998,81.5671410017885,46.7073846630889,0,10992.0833333333,3.90798504668055e-12,2.90451533792e-14,799.650000000001,799.650000000001,0,2970.83333333334,2970.83333333334,22.08,11883.3333333333,1391.25,88.3199999999998,15826.40625,4164.84374999997,0.231054865361054,0.251384808270705,1,0,3.90798504668055e-12,0,0,1.67339065326382e-15,0,0.309541935483872,0.309541935483868,0,1.96450855582953e-11,0,19991.25,19991.25,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.9,0.05,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,1.25,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0360756464938592,-0.0370921436393418,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0579794575069576,-0.115958915013915,-0.0579794575069576,0.173938372520873,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0289897287534788,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,0.0869691862604364,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,-0.0289897287534788,0.173938372520873,65.2784067629846,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.210728664890256,0.193686657634064,0.193686657634064,0.309541935483872,0.309541935483868,0.309541935483868,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1
"5",4,255642.361111111,0.0836183225806452,67274.3055555556,0.0836183225806455,0,0,10,10,10,0.04,0.0399999999999999,0.0597465554836879,0.309541935483868,0.251384808270705,5,134.548611111111,0.666666666666667,0,80.7291666666666,80.7291666666667,24,0.8,1.02348685082632e-16,0.8,3.41162283608772e-16,0.0399999999999998,5.00000000000003,100,672.74305555556,25,0,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.309541935483872,0.231054865361055,19,0,19,134.548611111111,80.7291666666667,0.666666666666666,91.2000000000001,0,1,0.8,80.7291666666666,-5.03069808033274e-17,5.7,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.04,0,920.312499999999,99.8709677419356,448.49537037037,0,2556.42361111111,380,0,9300,-7.105427357601e-12,4.44089209850063e-13,0,1718.85347222223,452.329861111109,0,4275.27708333333,1125.07291666667,0,799.65,-3.91180516891582e-16,-1,-2.83333333333333,0,-3.30705436963848e-15,3.1417016511566e-15,0,8.50934041509017e-16,-1.81887151372551e-15,0,1.42170746853768e-16,4275.27708333333,0.52414207863919,1718.85347222223,0.210728664890258,-5.41788836017076e-12,-6.64224379281844e-16,1125.07291666667,0.481753763256958,452.329861111109,0.193686657634063,1.68753899743024e-12,7.22600509363923e-16,0,0,0,0,0,0,799.65,2970.83333333334,2970.83333333334,2970.83333333334,22.08,22.08,22.08,9300,69.1200000000001,69.1200000000001,8.67096774193551,0,69.1200000000001,9300,22.08,2970.83333333333,24,80.7291666666666,0.5,24,0.799999999999999,0.799999999999999,193.75,3229.16666666667,1125.07291666667,0.0836183225806452,0,452.32986111111,672.743055555564,1125.07291666667,0,1125.07291666667,452.329861111108,672.743055555561,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2000000000001,0.800000000000001,12270.8333333333,1,1,0.800000000000001,736.25,80.7291666666666,4275.27708333333,1718.85347222222,2556.42361111111,4275.27708333333,2.41016095969826e-11,4275.27708333335,1718.85347222223,2556.42361111111,0.0836183225806452,0,0.5,0,100,930,0.123870967741936,0.123870967741936,0.001,0.0743225806451613,0.0743225806451613,-0.407601463464501,9300,18600,138.24,18600,69.12,0,2.8421709430404e-16,0,0,0,0,2.8421709430404e-16,0,2.8421709430404e-16,1,0,0,2.8421709430404e-16,0,0,4.61852778244065e-16,1.4210854715202e-16,0,0,4.61852778244065e-16,4.61852778244065e-16,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062693,0,1746.91309811469,459.713973188078,0,0.712499999999999,0.187500000000001,0,0,0.9,891.249999999999,11883.3333333333,10992.0833333333,0,0.244956914509815,0.225146806963673,0,499.999999999999,81.5671410017885,46.707384663089,0,10992.0833333333,3.90798504668055e-12,2.90451533792e-14,799.650000000001,799.650000000001,0,2970.83333333333,2970.83333333333,22.08,11883.3333333333,1391.25,88.3199999999999,15826.40625,4164.84374999997,0.231054865361054,0.251384808270705,1,0,3.90798504668055e-12,0,0,1.67339065326382e-15,0,0.309541935483872,0.309541935483868,0,1.92812876775861e-11,0,19991.25,19991.25,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.9,0.05,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,1.25,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0360756464938592,-0.0370921436393418,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0579794575069576,-0.115958915013915,-0.0579794575069576,0.173938372520873,0.1,0.347876745041746,-0.115958915013915,-0.115958915013915,-0.115958915013915,-0.115958915013915,0.173938372520873,-0.0289897287534788,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,0.0869691862604364,-0.0289897287534788,-0.115958915013915,-0.0289897287534788,-0.0289897287534788,0.173938372520873,65.2784067629846,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.210728664890256,0.193686657634064,0.193686657634064,0.309541935483872,0.309541935483868,0.309541935483868,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
