"","baseline.t","baseline.sumkc","baseline.rca","baseline.sumkk","baseline.rka","baseline.sumki","baseline.ria","baseline.Wc","baseline.Wk","baseline.Wi","baseline.rlc","baseline.rlk","baseline.rli","baseline.lambdakprev","baseline.qkprev","baseline.depkk","baseline.pk","baseline.phik","baseline.pik","baseline.UCke","baseline.NUCk","baseline.yke","baseline.ukke","baseline.gk","baseline.uke","baseline.gkk","baseline.rrlk","baseline.ink","baseline.kk","baseline.Ik","baseline.ks","baseline.lambdaiprev","baseline.qiprev","baseline.depki","baseline.depii","baseline.firstPeriodInov","baseline.pi","baseline.phii","baseline.yie","baseline.pii","baseline.gi","baseline.uie","baseline.uiie","baseline.ukie","baseline.UCie","baseline.NUCi","baseline.rrli","baseline.ki","baseline.inii","baseline.inik","baseline.Ii","baseline.is","baseline.ii","baseline.lambdacprev","baseline.qcprev","baseline.depkcT","baseline.depic","baseline.depkc","baseline.pc","baseline.NUCc","baseline.phic","baseline.yce","baseline.pic","baseline.uice","baseline.ukce","baseline.UCce","baseline.gc","baseline.invyc","baseline.tucic","baseline.tuckc","baseline.beta_inv","baseline.incid","baseline.inckd","baseline.z11","baseline.z12","baseline.inci","baseline.inck","baseline.uce","baseline.rrlc","baseline.picki","baseline.Ncmax","baseline.cs","baseline.costk","baseline.costi","baseline.Ic","baseline.kc","baseline.ic","baseline.YDwmean","baseline.CGcmean","baseline.CGkmean","baseline.CGimean","baseline.FDcmean","baseline.FDkmean","baseline.FDimean","baseline.Fcmean","baseline.Fkmean","baseline.Fimean","baseline.FDbmean","baseline.YDwgr","baseline.CGcgr","baseline.CGkgr","baseline.CGigr","baseline.FDcgr","baseline.FDkgr","baseline.FDigr","baseline.Fcgr","baseline.Fkgr","baseline.Figr","baseline.FDbgr","baseline.Fce","baseline.rcge","baseline.FDce","baseline.rce","baseline.CGce","baseline.cgce","baseline.Fke","baseline.rkge","baseline.FDke","baseline.rke","baseline.CGke","baseline.cgke","baseline.Fie","baseline.FDie","baseline.CGie","baseline.rige","baseline.rie","baseline.cgie","baseline.FDbe","baseline.YPce","baseline.YDce1","baseline.YDce","baseline.ydce","baseline.cc0","baseline.cc1","baseline.YDwe","baseline.ydwe","baseline.cw1","baseline.exc1","baseline.exc2","baseline.cw","baseline.Cw","baseline.cc","baseline.Cc","baseline.inktot","baseline.UCk","baseline.Psik","baseline.yk","baseline.uk","baseline.ukk","baseline.Nk","baseline.Yk","baseline.Fk","baseline.rk","baseline.Ifk","baseline.FDkT","baseline.REkT","baseline.Mkin","baseline.Mkleft","baseline.Mktot","baseline.FDk","baseline.REk","baseline.esk","baseline.ek","baseline.yi","baseline.ui","baseline.Yi","baseline.uii1","baseline.uii","baseline.uki","baseline.Ni","baseline.UCi","baseline.Fi","baseline.Psii","baseline.ri","baseline.Ifi","baseline.esi","baseline.ei","baseline.FDiT","baseline.REiT","baseline.Miin","baseline.Mileft","baseline.Mitot","baseline.FDi","baseline.REi","baseline.yc","baseline.uc","baseline.Yc","baseline.uic1","baseline.uic","baseline.ukc","baseline.Nc","baseline.UCc","baseline.Fc","baseline.FDcT","baseline.REcT","baseline.Mcin","baseline.Mcleft","baseline.Mctot","baseline.FDc","baseline.REc","baseline.rc","baseline.Ifc","baseline.Psic","baseline.esc","baseline.ec","baseline.Ntot","baseline.Aprc","baseline.Aprk","baseline.Apri","baseline.omegaTc","baseline.omegaTk","baseline.omegaTi","baseline.YDw","baseline.Vw","baseline.vw","baseline.Mw","baseline.ydw","baseline.kcgr","baseline.kkgr","baseline.kigr","baseline.icgr","baseline.iigr","baseline.cgr","baseline.kgr","baseline.igr","baseline.capgr","baseline.sharekk","baseline.shareki","baseline.iigre","baseline.kkgre","baseline.kigre","baseline.kcgrmeanbau","baseline.kkgrmeanbau","baseline.kigrmeanbau","baseline.icgrmeanbau","baseline.iigrmeanbau","baseline.capgrmeanbau","baseline.kkgrmeane","baseline.kigrmeane","baseline.iigrmeane","baseline.kcgrmeane","baseline.icgrmeane","baseline.kcperc","baseline.icperc","baseline.kiperc","baseline.iiperc","baseline.kkperc","baseline.xkc","baseline.xic","baseline.xkk","baseline.xki","baseline.xii","baseline.NPVyc","baseline.NPVyk","baseline.NPVyi","baseline.ypotce","baseline.ypotke","baseline.ypotie","baseline.lambda20","baseline.lambda30","baseline.lambda20a","baseline.lambda30a","baseline.lambda40a","baseline.Vce","baseline.Vece","baseline.RRm","baseline.RRc","baseline.RRk","baseline.RRi","baseline.McDf","baseline.pce","baseline.pke","baseline.pie","baseline.Vec","baseline.CG","baseline.cg","baseline.FDbraw","baseline.FDb","baseline.bailout","baseline.YPc","baseline.YDc","baseline.ydc","baseline.Vc","baseline.Mc","baseline.vc","baseline.Lc","baseline.Lk","baseline.qc","baseline.qk","baseline.qi","baseline.CGc","baseline.CGk","baseline.CGi","baseline.cgc","baseline.cgk","baseline.cgi","baseline.lambdac","baseline.lambdak","baseline.Mi","baseline.Mcon","baseline.Mk","baseline.Ms","baseline.Ld","baseline.Li","baseline.lambdai","baseline.mktsharei","baseline.exitk","baseline.uTk","baseline.uTc","baseline.uTi","baseline.prk","baseline.LF","baseline.u","baseline.n","baseline.kstock","baseline.ws","baseline.xic1","baseline.xic2","baseline.xic3","baseline.xiw1","baseline.xiw2","baseline.wage","baseline.rl","baseline.beta","baseline.rb","baseline.ecss","baseline.ekss","baseline.rlcss","baseline.rlkss","baseline.Omega3","baseline.eta1","baseline.eta2","baseline.eta3","baseline.Omega0","baseline.Omega1","baseline.pri","baseline.epsilon","baseline.theta","baseline.chi","baseline.nu","baseline.chi1a","baseline.chi1","baseline.chi1b","baseline.rho","baseline.tau","baseline.lambda10s","baseline.McDfss","baseline.nLoans","baseline.eta0i","baseline.eta3i","baseline.entry","baseline.back","baseline.lkc","baseline.lic","baseline.lkk","baseline.lki","baseline.lii","baseline.rcT","baseline.rkT","baseline.riT","baseline.Omega2","baseline.eta0c","baseline.eta0k","baseline.lambda10","baseline.lambda11","baseline.lambda12","baseline.lambda13","baseline.lambda21","baseline.lambda22","baseline.lambda23","baseline.lambda31","baseline.lambda32","baseline.lambda33","baseline.lambda10a","baseline.lambda11a","baseline.lambda12a","baseline.lambda13a","baseline.lambda14a","baseline.lambda21a","baseline.lambda22a","baseline.lambda23a","baseline.lambda24a","baseline.lambda31a","baseline.lambda32a","baseline.lambda33a","baseline.lambda34a","baseline.lambda41a","baseline.lambda42a","baseline.lambda43a","baseline.lambda44a","baseline.kappa","baseline.zeta","baseline.eta","baseline.gii","baseline.psik","baseline.psii","baseline.psic","baseline.irrational","baseline.irrational2","baseline.irrational3","baseline.irrational4","baseline.deltai","baseline.deltak","baseline.beta0","baseline.beta1","baseline.initlambda","baseline.thetashock","baseline.phi","baseline.RRcT","baseline.RRkT","baseline.RRiT","baseline.lambdacT","baseline.lambdakT","baseline.lambdaiT","baseline.iter.block.1","baseline.iter.block.2","baseline.iter.block.3","baseline.iter.block.4","baseline.iter.block.5","baseline.iter.block.6","baseline.iter.block.7","baseline.iter.block.8","baseline.iter.block.9","baseline.iter.block.10","baseline.iter.block.11","baseline.iter.block.12","baseline.iter.block.13","baseline.iter.block.14","baseline.iter.block.15","baseline.iter.block.16","baseline.iter.block.17","baseline.iter.block.18","baseline.iter.block.19","baseline.iter.block.20","baseline.iter.block.21","baseline.iter.block.22","baseline.iter.block.23","baseline.iter.block.24","baseline.iter.block.25","baseline.iter.block.26","baseline.iter.block.27","baseline.iter.block.28","baseline.iter.block.29","baseline.iter.block.30","baseline.iter.block.31","baseline.iter.block.32","baseline.iter.block.33","baseline.iter.block.34","baseline.iter.block.35","baseline.iter.block.36","baseline.iter.block.37","baseline.iter.block.38","baseline.iter.block.39","baseline.iter.block.40","baseline.iter.block.41"
"1",0,NA,0.0663329032258064,NA,0.0663329032258064,NA,0,10,10,0,0.04,0.04,0,NA,NA,5,134.548611111111,0.666666666666667,0,80.7291666666667,80.7291666666667,24,0.8,0,0.8,0,0.04,5,100,672.743055555555,25,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,19,0,19,134.548611111111,80.7291666666667,0.666666666666667,91.2,0,0,0.8,80.7291666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0.8,0.04,0,NA,114,448.49537037037,0,2556.42361111111,380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3391.5,NA,835.076388888888,0.0662573514780453,0,0,892.5,NA,219.756944444444,0.0575058375940188,0,0,0,0,0,NA,0,0,1916,2970.83333333333,NA,2970.83333333333,22.08,NA,NA,9300,69.12,NA,NA,NA,69.12,9300,22.08,2970.83333333333,NA,80.7291666666667,NA,24,0.8,0.8,193.75,3229.16666666667,892.5,0.0663329032258064,0,NA,NA,NA,NA,NA,219.756944444444,672.743055555555,0,50,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,91.2,0.8,12270.8333333333,NA,0,0.8,736.25,80.7291666666667,3391.5,NA,NA,NA,NA,NA,835.076388888888,2556.42361111111,0.0663329032258064,0,NA,0,100,930,0.123870967741936,0.123870967741935,0,0.0743225806451613,0.0743225806451613,0,9300,46500,345.6,46500,69.12,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.649166666666667,0.170833333333333,0.649166666666667,0.170833333333333,0,17825,17825,NA,0.111782890393228,0.0970181964317273,0,1400,126.035280653437,76.4294386931253,0,17825,0,0,NA,1916,NA,2970.83333333333,2970.83333333333,22.08,17825,1400,132.48,37920.8333333333,9979.16666666666,0.954260498138439,1.09948443274826,0,0,0,0,0,0,0,0.741677419354839,0.741677419354838,0,0,0,47900,47900,0,0,NA,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.7,0.05,0.02,0.9,0.02,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,0.3,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.18,1400,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0788128958746639,-0.0860740926051547,0.18,1.45773128486159,-0.485910428287198,-0.485910428287198,-0.485910428287198,0.728865642430797,-0.242955214143599,-0.485910428287198,-0.242955214143599,0.728865642430797,0.18,1.45773128486159,-0.485910428287198,-0.485910428287198,-0.485910428287198,-0.485910428287198,0.728865642430797,-0.121477607071799,-0.121477607071799,-0.485910428287198,-0.121477607071799,0.364432821215398,-0.121477607071799,-0.485910428287198,-0.121477607071799,-0.121477607071799,0.728865642430797,-103.965369640789,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.0662573514780453,0.0575058375940188,0.0575058375940188,0.741677419354839,0.741677419354838,0.741677419354838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,255642.361111111,0.0663329032258065,67274.3055555555,0.0663329032258065,0,0,10,10,10,0.04,0.04,0.030015164771246,0.741677419354838,1.09948443274826,5,134.548611111111,0.666666666666667,2.11237479121454e-16,80.7291666666666,80.7291666666667,24,0.8,2.4980018054066e-16,0.8,8.32667268468867e-16,0.04,5.00000000000008,100,672.743055555566,24.9999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.741677419354839,0.954260498138439,19,0,19,134.548611111111,80.7291666666667,0.666666666666666,91.2,0,1,0.8,80.7291666666666,3.46944695195361e-17,5.7,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.0399999999999998,2.11237479121454e-16,920.312499999999,99.8709677419355,448.49537037037,0,2556.42361111111,380,0,9300,0,0,0,835.076388888888,219.756944444444,0,3391.5,892.5,0,1916,0,0,0,0,0,0,0,0,0,0,0,3391.5,0.26909131970164,835.076388888888,0.0662573514780455,0,0,892.5,0.233548751701163,219.756944444444,0.0575058375940188,0,0,0,0,0,0,0,0,1916,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9300,69.1200000000001,69.1200000000001,8.67096774193545,0,69.1200000000001,9300,22.08,2970.83333333333,24.0000000000001,80.7291666666666,0.5,24.0000000000001,0.800000000000003,0.800000000000003,193.750000000001,3229.16666666668,892.500000000005,0.0663329032258069,0,219.756944444444,672.743055555567,892.500000000005,0,892.500000000005,219.756944444442,672.743055555562,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2000000000001,0.800000000000001,12270.8333333333,1,1,0.800000000000001,736.25,80.7291666666666,3391.5,835.076388888886,2556.42361111109,3391.5,2.78532752417959e-11,3391.5,835.076388888891,2556.42361111109,0.0663329032258065,0,0.5,0,100,930,0.123870967741936,0.123870967741936,0.001,0.0743225806451615,0.0743225806451615,-0.407601463464501,9300.00000000001,46500,345.6,46500,69.1200000000001,0,8.5265128291212e-16,0,0,0,0,8.5265128291212e-16,0,8.5265128291212e-16,1,0,0,8.5265128291212e-16,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062692,0,1746.91309811469,459.713973188076,0,0.649166666666667,0.170833333333333,0,0,0.82,17825,17825,0,0.111782890393229,0.0970181964317272,0,1400,126.035280653437,76.4294386931251,0,17825,3.48165940522449e-11,2.58765911923782e-13,1916,1916,0,2970.83333333333,2970.83333333333,22.08,17825,1400.00000000004,132.48,37920.8333333333,9979.16666666666,0.954260498138441,1.09948443274825,1,4.40536496171262e-11,-9.2370555648813e-12,0,3.4953426841062e-15,-2.41714599055721e-15,0,0.741677419354839,0.741677419354838,0,2.22826201934367e-11,0,47900.0000000001,47900,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.7,0.05,0.02,0.9,0.02,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,0.3,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.18,1400,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0788128958746639,-0.0860740926051547,0.18,1.45773128486159,-0.485910428287198,-0.485910428287198,-0.485910428287198,0.728865642430797,-0.242955214143599,-0.485910428287198,-0.242955214143599,0.728865642430797,0.18,1.45773128486159,-0.485910428287198,-0.485910428287198,-0.485910428287198,-0.485910428287198,0.728865642430797,-0.121477607071799,-0.121477607071799,-0.485910428287198,-0.121477607071799,0.364432821215398,-0.121477607071799,-0.485910428287198,-0.121477607071799,-0.121477607071799,0.728865642430797,-103.965369640789,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.0662573514780453,0.0575058375940188,0.0575058375940188,0.741677419354839,0.741677419354838,0.741677419354838,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1
"3",2,255642.361111111,0.0663329032258065,67274.3055555555,0.0663329032258066,0,0,10,10,10,0.04,0.0400000000000001,0.030015164771246,0.741677419354838,1.09948443274826,5,134.548611111111,0.666666666666665,0,80.7291666666666,80.7291666666667,24.0000000000001,0.800000000000002,3.05311331771918e-16,0.800000000000002,1.01770443923973e-15,0.0399999999999998,5.0000000000001,100,672.743055555569,24.9999999999999,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.741677419354839,0.95426049813844,19,0,19,134.548611111111,80.7291666666667,0.666666666666666,91.2000000000001,0,1,0.800000000000001,80.7291666666666,4.16333634234434e-17,5.7,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.800000000000001,0.04,0,920.312499999999,99.8709677419355,448.49537037037,0,2556.42361111111,380,0,9300,1.10134124042816e-11,-2.30926389122033e-12,0,835.076388888889,219.756944444444,0,3391.5,892.500000000001,0,1916,5.86770775337373e-16,0,0,0,4.08418340768378e-15,-7.37195105086922e-15,0,4.02253295786346e-16,5.47734904429074e-15,0,2.37342041172476e-16,3391.5,0.26909131970164,835.07638888889,0.0662573514780454,2.20268248085631e-11,1.74767134205309e-15,892.500000000003,0.233548751701164,219.756944444443,0.0575058375940187,-4.61852778244065e-12,-1.20857299527861e-15,0,0,0,0,0,0,1916,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9300,69.1200000000001,69.1200000000001,8.67096774193539,0,69.1200000000001,9300,22.08,2970.83333333334,24.0000000000001,80.7291666666666,0.5,24.0000000000001,0.800000000000003,0.800000000000003,193.750000000001,3229.16666666668,892.500000000005,0.0663329032258068,0,219.756944444448,672.743055555566,892.500000000005,0,892.500000000005,219.756944444446,672.743055555559,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2000000000001,0.800000000000001,12270.8333333333,1,1,0.800000000000001,736.25,80.7291666666666,3391.5,835.076388888867,2556.42361111111,3391.5,4.83169060316868e-11,3391.50000000002,835.076388888876,2556.42361111111,0.0663329032258065,0,0.5,0,100,930.000000000001,0.123870967741936,0.123870967741936,0.001,0.0743225806451616,0.0743225806451616,-0.407601463464501,9300.00000000001,46500,345.6,46500,69.1200000000001,0,9.94759830064139e-16,0,0,0,0,9.94759830064139e-16,0,9.94759830064139e-16,1,0,0,9.94759830064139e-16,0,0,2.1316282072803e-16,2.1316282072803e-16,0,0,2.1316282072803e-16,2.1316282072803e-16,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062692,0,1746.91309811469,459.713973188077,0,0.649166666666666,0.170833333333334,0,0,0.82,17825,17825,0,0.111782890393228,0.0970181964317276,0,1400,126.035280653438,76.4294386931255,0,17825,3.26849658449646e-11,2.42923100989673e-13,1916,1916,0,2970.83333333332,2970.83333333332,22.08,17825.0000000001,1400.00000000003,132.480000000001,37920.8333333333,9979.16666666667,0.954260498138442,1.09948443274826,1,1.13686837721616e-11,2.1316282072803e-11,0,9.02023918479015e-16,5.57802920897819e-15,0,0.741677419354839,0.741677419354838,0,3.86535248253495e-11,0,47900.0000000001,47900,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.7,0.05,0.02,0.9,0.02,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,0.3,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.18,1400,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0788128958746639,-0.0860740926051547,0.18,1.45773128486159,-0.485910428287198,-0.485910428287198,-0.485910428287198,0.728865642430797,-0.242955214143599,-0.485910428287198,-0.242955214143599,0.728865642430797,0.18,1.45773128486159,-0.485910428287198,-0.485910428287198,-0.485910428287198,-0.485910428287198,0.728865642430797,-0.121477607071799,-0.121477607071799,-0.485910428287198,-0.121477607071799,0.364432821215398,-0.121477607071799,-0.485910428287198,-0.121477607071799,-0.121477607071799,0.728865642430797,-103.965369640789,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.0662573514780453,0.0575058375940188,0.0575058375940188,0.741677419354839,0.741677419354838,0.741677419354838,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1
"4",3,255642.361111111,0.0663329032258065,67274.3055555555,0.0663329032258066,0,0,10,10,10,0.04,0.0400000000000001,0.030015164771246,0.741677419354838,1.09948443274826,5,134.548611111111,0.666666666666665,0,80.7291666666666,80.7291666666667,24.0000000000001,0.800000000000002,2.08166817117217e-16,0.800000000000002,6.93889390390723e-16,0.04,5.00000000000007,100,672.743055555564,25,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.741677419354839,0.95426049813844,19,0,19,134.548611111111,80.7291666666667,0.666666666666666,91.2000000000001,0,1,0.800000000000001,80.7291666666666,9.0205620750794e-17,5.70000000000001,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.800000000000001,0.04,0,920.312499999999,99.8709677419355,448.49537037037,0,2556.42361111111,380,0,9300,1.3855583347322e-11,3.01980662698043e-12,0,835.076388888886,219.756944444444,0,3391.5,892.500000000003,0,1916,1.95590258445791e-16,-0.741935483870968,-3.30769230769231,0,-1.79704069938085e-14,1.66838892203884e-14,0,2.68168863857564e-16,6.36901051661711e-16,0,7.12026123517428e-16,3391.5,0.269091319701639,835.076388888883,0.0662573514780447,1.11910480882216e-11,8.8792979475278e-16,892.500000000003,0.233548751701163,219.756944444445,0.0575058375940188,9.50350909079134e-12,2.48687135566943e-15,0,0,0,0,0,0,1916,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9300,69.1200000000001,69.1200000000001,8.67096774193541,0,69.1200000000001,9300,22.08,2970.83333333333,24.0000000000001,80.7291666666666,0.5,24.0000000000001,0.800000000000002,0.800000000000002,193.750000000001,3229.16666666668,892.500000000003,0.0663329032258066,0,219.756944444435,672.74305555556,892.500000000003,7.98650034994353e-12,892.500000000003,219.756944444437,672.74305555556,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2000000000001,0.800000000000001,12270.8333333333,1,1,0.800000000000001,736.25,80.7291666666666,3391.5,835.076388888878,2556.42361111112,3391.5,4.53610482509248e-11,3391.50000000004,835.076388888887,2556.42361111112,0.0663329032258065,0,0.5,0,100,930.000000000001,0.123870967741936,0.123870967741936,0.001,0.0743225806451616,0.0743225806451616,-0.407601463464501,9300.00000000001,46500,345.6,46500,69.1200000000001,0,7.10542735760099e-16,0,0,0,0,7.10542735760099e-16,0,7.10542735760099e-16,1,0,0,7.10542735760099e-16,0,0,4.61852778244065e-16,2.48689957516035e-16,0,0,4.61852778244065e-16,4.61852778244065e-16,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062693,0,1746.91309811469,459.713973188078,0,0.649166666666666,0.170833333333334,0,0,0.82,17825.0000000001,17825.0000000001,0,0.111782890393228,0.0970181964317273,0,1400.00000000001,126.035280653438,76.4294386931257,0,17825.0000000001,1.56319401867222e-11,1.161806135168e-13,1916,1916,0,2970.83333333333,2970.83333333333,22.08,17825.0000000001,1400.00000000002,132.480000000001,37920.8333333333,9979.16666666668,0.954260498138443,1.09948443274826,1,8.5265128291212e-12,7.105427357601e-12,0,6.76517938859261e-16,1.85934306965939e-15,0,0.741677419354839,0.741677419354838,0,3.62888386007398e-11,6.38920027995482e-12,47900.0000000001,47900,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.7,0.05,0.02,0.9,0.02,10,0.03,0.3,0.073,100,50,0.04,0.04,0,0.05,0.3,0.05,0.3,0.1,0.3,0.1,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.18,1400,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0788128958746639,-0.0860740926051547,0.18,1.45773128486159,-0.485910428287198,-0.485910428287198,-0.485910428287198,0.728865642430797,-0.242955214143599,-0.485910428287198,-0.242955214143599,0.728865642430797,0.18,1.45773128486159,-0.485910428287198,-0.485910428287198,-0.485910428287198,-0.485910428287198,0.728865642430797,-0.121477607071799,-0.121477607071799,-0.485910428287198,-0.121477607071799,0.364432821215398,-0.121477607071799,-0.485910428287198,-0.121477607071799,-0.121477607071799,0.728865642430797,-103.965369640789,0.1,0,0,0,0,0,0,0,0.04,0,20,20,-0.506686813336721,5,0,1,1,0.0662573514780453,0.0575058375940188,0.0575058375940188,0.741677419354839,0.741677419354838,0.741677419354838,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1
