"","t","sumkc","rca","sumkk","rka","sumki","ria","Wc","Wk","Wi","rlc","rlk","rli","lambdakprev","qkprev","depkk","pk","phik","pik","UCke","NUCk","yke","ukke","gk","uke","gkk","rrlk","ink","kk","Ik","ks","lambdaiprev","qiprev","depki","depii","firstPeriodInov","pi","phii","yie","pii","gi","uie","uiie","ukie","UCie","NUCi","rrli","ki","inii","inik","Ii","is","ii","lambdacprev","qcprev","depkc","depic","pc","NUCc","phic","yce","pic","uice","ukce","UCce","gc","invyc","tucic","tuckc","beta_inv","incid","inckd","z11","z12","inci","inck","uce","rrlc","picki","cs","costk","costi","Ic","kc","ic","YDwmean","CGcmean","CGkmean","CGimean","FDcmean","FDkmean","FDimean","Fcmean","Fkmean","Fimean","FDbmean","YDwgr","CGcgr","CGkgr","CGigr","FDcgr","FDkgr","FDigr","Fcgr","Fkgr","Figr","FDbgr","Fce","rcge","FDce","rce","CGce","cgce","Fke","rkge","FDke","rke","CGke","cgke","Fie","FDie","CGie","rige","rie","cgie","FDbe","YPce","YDce1","YDce","ydce","cc0","cc1","YDwe","ydwe","cw1","exc1","exc2","cw","Cw","cc","Cc","inktot","UCk","Psik","yk","uk","ukk","Nk","Yk","Fk","rk","Ifk","FDk","REk","esk","ek","yi","ui","Yi","uii1","uii","uki","Ni","UCi","Fi","Psii","ri","Ifi","esi","ei","FDi","REi","yc","uc","Yc","uic1","uic","ukc","Nc","UCc","Fc","FDc","REc","rc","Ifc","Psic","esc","ec","Ntot","Aprc","Aprk","Apri","omegaTc","omegaTk","omegaTi","YDw","Vw","vw","Mw","ydw","kcgr","kkgr","kigr","icgr","iigr","cgr","kgr","igr","capgr","sharekk","shareki","iigre","kkgre","kigre","kcgrmeanbau","kkgrmeanbau","kigrmeanbau","icgrmeanbau","iigrmeanbau","capgrmeanbau","kkgrmeane","kigrmeane","iigrmeane","kcgrmeane","icgrmeane","kcperc","icperc","kiperc","iiperc","kkperc","xkc","xic","xkk","xki","xii","NPVyc","NPVyk","NPVyi","ypotce","ypotke","ypotie","lambda20","lambda30","lambda20a","lambda30a","lambda40a","McD","Vce","Vece","RRm","RRc","RRk","RRi","McDf","pce","pke","pie","Vec","CG","cg","FDbraw","FDb","bailout","YPc","YDc","ydc","Vc","Mc","vc","Lc","Lk","Mileft","qc","qk","qi","CGc","CGk","CGi","cgc","cgk","cgi","lambdac","lambdak","Mi","Ms","Ld","Li","lambdai","mktsharei","exitk","uTk","uTc","uTi","prk","LF","u","n","kstock","ws","xic1","xic2","xic3","xiw1","xiw2","wage","rl","beta","rb","ecss","ekss","rlcss","rlkss","Omega3","eta1","eta2","eta3","Omega0","Omega1","pri","epsilon","theta","chi","nu","chi1a","chi1","chi1b","rho","tau","lambda10s","McDfss","nLoans","eta0i","eta3i","entry","back","lkc","lic","lkk","lki","lii","rcT","rkT","riT","Omega2","eta0c","eta0k","lambda10","lambda11","lambda12","lambda13","lambda21","lambda22","lambda23","lambda31","lambda32","lambda33","lambda10a","lambda11a","lambda12a","lambda13a","lambda14a","lambda21a","lambda22a","lambda23a","lambda24a","lambda31a","lambda32a","lambda33a","lambda34a","lambda41a","lambda42a","lambda43a","lambda44a","kappa","zeta","eta","gii","psik","psii","psic","irrational","irrational2","irrational3","irrational4","deltai","deltak","beta0","beta1","initlambda","thetashock","phi","iter block 1","iter block 2","iter block 3","iter block 4","iter block 5","iter block 6","iter block 7","iter block 8","iter block 9","iter block 10","iter block 11","iter block 12","iter block 13","iter block 14","iter block 15","iter block 16","iter block 17","iter block 18","iter block 19","iter block 20","iter block 21","iter block 22","iter block 23","iter block 24","iter block 25","iter block 26","iter block 27","iter block 28","iter block 29","iter block 30","iter block 31","iter block 32","iter block 33","iter block 34"
"1",0,NA,0.0864983225806453,NA,0.0864983225806453,NA,0,10,10,0,0.04,0.04,0,NA,NA,5,134.548611111111,0.666666666666667,0,80.7291666666667,80.7291666666667,24,0.8,0,0.8,0,0.04,5,100,672.743055555555,25,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,19,0,134.548611111111,80.7291666666667,0.666666666666667,91.2,0,0,0.8,80.7291666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0.8,0.04,0,114,448.49537037037,0,2556.42361111111,380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4422.52708333333,NA,1866.10347222222,0.228781277522194,0,0,1163.82291666667,NA,491.079861111113,0.210279322917942,0,0,0,0,0,NA,0,0,613.65,2970.83333333333,NA,2970.83333333333,22.08,NA,NA,9300,69.12,NA,NA,NA,69.12,9300,22.08,2970.83333333333,NA,80.7291666666667,NA,24,0.8,0.8,193.75,3229.16666666667,1163.82291666667,0.0864983225806453,0,491.079861111113,672.743055555555,0,50,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,91.2,0.8,12270.8333333333,NA,0,0.8,736.25,80.7291666666667,4422.52708333333,1866.10347222222,2556.42361111111,0.0864983225806453,0,NA,0,100,930,0.123870967741936,0.123870967741935,0,0.0743225806451613,0.0743225806451613,0,9300,13950,103.68,13950,69.12,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7125,0.1875,0.7125,0.1875,0,891.249999999999,11883.3333333333,10992.0833333333,NA,0.256991989597774,0.236208583819592,0,500,81.5671410017887,46.7073846630891,0,10992.0833333333,0,0,NA,613.65,NA,2970.83333333333,2970.83333333333,22.08,11883.3333333333,1391.25,88.3199999999999,12145.1562500001,3196.09374999995,NA,0.209236025636993,0.227646183108446,0,0,0,0,0,0,0,0.237541935483872,0.237541935483867,0,15341.25,15341.25,0,0,NA,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.7,0.2,10,0.03,0.3,0.073,100,50,0.04,0.04,0.5,0.05,1.25,0.05,0.3,0.1,0.3,0.25,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0385847045076561,-0.0395052123812289,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0552642478782549,-0.11052849575651,-0.0552642478782549,0.165792743634765,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0276321239391274,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,0.0828963718173823,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,-0.0276321239391274,0.165792743634765,51.3506160797951,0.1,0,0,0,0,0,0,0,0.04,0,20,20,0.0195290045153027,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,255642.361111111,0.0864983225806452,67274.3055555555,0.0864983225806455,0,0,10,10,10,0.04,0.0399999999999999,0.0593097320079424,0.237541935483867,0.227646183108446,5,134.548611111111,0.666666666666667,2.11237479121454e-16,80.7291666666666,80.7291666666667,24,0.8,4.68375338513738e-17,0.8,1.56125112837913e-16,0.04,5.00000000000002,100,672.743055555557,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237541935483872,0.209236025636993,19,0,134.548611111111,80.7291666666667,0.666666666666666,91.2,0,1,0.8,80.7291666666666,1.21430643318376e-17,5.7,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.0399999999999998,2.11237479121454e-16,114,448.49537037037,0,2556.42361111111,380,0,9300,0,0,0,1866.10347222222,491.079861111113,0,4422.52708333333,1163.82291666667,0,613.65,0,0,0,0,0,0,0,0,0,0,0,4422.52708333333,0.542194691271127,1866.10347222222,0.228781277522195,0,0,1163.82291666667,0.498346428540834,491.079861111113,0.210279322917942,0,0,0,0,0,0,0,0,613.65,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9300,69.1200000000001,69.12,22.8,0,69.12,9300,22.08,2970.83333333333,24,80.7291666666666,0.5,24,0.800000000000001,0.800000000000001,193.75,3229.16666666667,1163.82291666667,0.0864983225806455,0,491.079861111113,672.743055555557,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2,0.8,12270.8333333333,1,1,0.8,736.25,80.7291666666666,4422.52708333333,1866.10347222222,2556.42361111111,0.0864983225806451,0,0.5,0,100,930,0.123870967741936,0.123870967741936,0.001,0.0743225806451613,0.0743225806451613,-0.407601463464501,9300,13950,103.68,13950,69.12,0,1.4210854715202e-16,0,0,0,0,1.4210854715202e-16,0,1.4210854715202e-16,1,0,0,1.4210854715202e-16,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062692,0,1746.91309811469,459.713973188075,0,0.7125,0.1875,0,0,0.9,891.249999999999,11883.3333333333,10992.0833333333,0,0.256991989597774,0.236208583819592,0,499.999999999998,81.5671410017886,46.7073846630889,0,10992.0833333333,-2.1316282072803e-11,-1.58428109341091e-13,613.650000000002,613.650000000002,0,2970.83333333333,2970.83333333333,22.08,11883.3333333333,1391.24999999997,88.3199999999997,12145.1562500001,3196.09374999995,0,0.209236025636993,0.227646183108445,1,-9.9475983006414e-12,-1.13686837721616e-11,0,-1.21955951605847e-15,-4.86804553676746e-15,0,0.237541935483873,0.237541935483867,0,15341.25,15341.2500000001,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.7,0.2,10,0.03,0.3,0.073,100,50,0.04,0.04,0.5,0.05,1.25,0.05,0.3,0.1,0.3,0.25,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0385847045076561,-0.0395052123812289,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0552642478782549,-0.11052849575651,-0.0552642478782549,0.165792743634765,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0276321239391274,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,0.0828963718173823,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,-0.0276321239391274,0.165792743634765,51.3506160797951,0.1,0,0,0,0,0,0,0,0.04,0,20,20,0.0195290045153027,10,0,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1
"3",2,255642.361111111,0.0864983225806451,67274.3055555555,0.0864983225806455,0,0,10,10,10,0.04,0.0399999999999999,0.0593097320079424,0.237541935483867,0.227646183108446,5,134.548611111111,0.666666666666667,0,80.7291666666666,80.7291666666667,24,0.8,1.04083408558608e-16,0.8,3.46944695195361e-16,0.0399999999999998,5.00000000000003,100,672.74305555556,25,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237541935483872,0.209236025636993,19,0,134.548611111111,80.7291666666667,0.666666666666666,91.2,0,1,0.8,80.7291666666666,-5.89805981832114e-17,5.69999999999999,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.04,0,114,448.49537037037,0,2556.42361111111,380,0,9300,-2.48689957516035e-12,-2.8421709430404e-12,0,1866.10347222222,491.079861111113,0,4422.52708333333,1163.82291666667,0,613.650000000001,-1.95590258445791e-16,0,0,0,-2.0713494937834e-15,-9.26015067809046e-16,0,-8.22601815329011e-16,-1.95367931140639e-16,0,3.89052976803379e-15,4422.52708333333,0.542194691271127,1866.10347222222,0.228781277522195,-4.9737991503207e-12,-6.09779758029233e-16,1163.82291666667,0.498346428540837,491.079861111113,0.210279322917943,-5.6843418860808e-12,-2.43402276838374e-15,0,0,0,0,0,0,613.650000000001,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9300,69.1200000000001,69.1200000000001,22.8,0,69.1200000000001,9300,22.08,2970.83333333333,24,80.7291666666666,0.5,24,0.8,0.8,193.75,3229.16666666667,1163.82291666667,0.0864983225806454,0,491.07986111111,672.74305555556,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2,0.8,12270.8333333333,1,1,0.8,736.25,80.7291666666666,4422.52708333333,1866.10347222222,2556.42361111111,0.0864983225806451,0,0.5,0,100,929.999999999999,0.123870967741936,0.123870967741936,0.001,0.0743225806451612,0.0743225806451612,-0.407601463464501,9299.99999999999,13950,103.68,13950,69.12,0,2.8421709430404e-16,0,0,0,0,2.8421709430404e-16,0,2.8421709430404e-16,1,0,0,2.8421709430404e-16,0,0,3.5527136788005e-17,3.5527136788005e-17,0,0,3.5527136788005e-17,3.5527136788005e-17,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062692,0,1746.91309811469,459.713973188075,0,0.7125,0.1875,0,0,0.9,891.249999999998,11883.3333333333,10992.0833333333,0,0.256991989597774,0.236208583819593,0,499.999999999995,81.5671410017885,46.7073846630888,0,10992.0833333333,-1.27897692436818e-11,-9.50568656046545e-14,613.650000000002,613.650000000002,0,2970.83333333333,2970.83333333333,22.08,11883.3333333333,1391.24999999998,88.3199999999996,12145.1562500001,3196.09374999995,0,0.209236025636993,0.227646183108444,1,-1.13686837721616e-11,-1.4210854715202e-12,0,-1.39378230406682e-15,-6.08505692095936e-16,0,0.237541935483873,0.237541935483867,0,15341.25,15341.2500000001,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.7,0.2,10,0.03,0.3,0.073,100,50,0.04,0.04,0.5,0.05,1.25,0.05,0.3,0.1,0.3,0.25,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0385847045076561,-0.0395052123812289,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0552642478782549,-0.11052849575651,-0.0552642478782549,0.165792743634765,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0276321239391274,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,0.0828963718173823,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,-0.0276321239391274,0.165792743634765,51.3506160797951,0.1,0,0,0,0,0,0,0,0.04,0,20,20,0.0195290045153027,10,0,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
"4",3,255642.361111111,0.0864983225806451,67274.3055555555,0.0864983225806455,0,0,10,10,10,0.04,0.0399999999999999,0.0593097320079424,0.237541935483867,0.227646183108445,5,134.548611111111,0.666666666666667,0,80.7291666666666,80.7291666666667,24,0.8,-1.73472347597681e-18,0.8,-5.78241158658936e-18,0.04,5,100,672.743055555555,25,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237541935483873,0.209236025636993,19,0,134.548611111111,80.7291666666667,0.666666666666666,91.2,0,1,0.8,80.7291666666666,-7.63278329429795e-17,5.69999999999999,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.04,0,114,448.49537037037,0,2556.42361111111,380,0,9300,-5.32907051820075e-12,-3.19744231092045e-12,0,1866.10347222222,491.079861111112,0,4422.52708333333,1163.82291666667,0,613.650000000001,-3.91180516891582e-16,0.142857142857143,-0.875,0,1.94950540591379e-15,-5.09308287294976e-15,0,2.05650453832253e-16,0,0,0,4422.52708333333,0.542194691271128,1866.10347222222,0.228781277522195,-6.92779167366098e-12,-8.49336091540719e-16,1163.82291666667,0.498346428540837,491.079861111111,0.210279322917943,-2.1316282072803e-12,-9.12758538143905e-16,0,0,0,0,0,0,613.650000000002,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9300,69.12,69.12,22.8,0,69.12,9300,22.08,2970.83333333333,24,80.7291666666666,0.5,24,0.799999999999999,0.799999999999999,193.75,3229.16666666666,1163.82291666667,0.0864983225806452,0,491.079861111113,672.743055555555,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2,0.8,12270.8333333333,1,1,0.8,736.249999999999,80.7291666666666,4422.52708333332,1866.10347222222,2556.42361111111,0.086498322580645,0,0.5,0,100,929.999999999999,0.123870967741936,0.123870967741936,0.001,0.0743225806451611,0.0743225806451611,-0.407601463464502,9299.99999999999,13950,103.68,13950,69.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.06581410364015e-16,7.105427357601e-17,0,0,1.06581410364015e-16,1.06581410364015e-16,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038229,1532.37991062692,0,1746.91309811469,459.713973188075,0,0.7125,0.1875,0,0,0.9,891.249999999998,11883.3333333333,10992.0833333333,0,0.256991989597774,0.236208583819593,0,499.999999999995,81.5671410017884,46.7073846630888,0,10992.0833333333,-5.6843418860808e-12,-4.22474958242909e-14,613.650000000002,613.650000000002,0,2970.83333333333,2970.83333333333,22.08,11883.3333333333,1391.24999999999,88.3199999999996,12145.1562500001,3196.09374999995,0,0.209236025636993,0.227646183108444,1,-4.2632564145606e-12,-1.4210854715202e-12,0,-5.22668364025058e-16,-6.08505692095937e-16,0,0.237541935483873,0.237541935483867,0,15341.25,15341.2500000001,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.7,0.2,10,0.03,0.3,0.073,100,50,0.04,0.04,0.5,0.05,1.25,0.05,0.3,0.1,0.3,0.25,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0385847045076561,-0.0395052123812289,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0552642478782549,-0.11052849575651,-0.0552642478782549,0.165792743634765,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0276321239391274,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,0.0828963718173823,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,-0.0276321239391274,0.165792743634765,51.3506160797951,0.1,0,0,0,0,0,0,0,0.04,0,20,20,0.0195290045153027,10,0,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
"5",4,255642.361111111,0.0864983225806451,67274.3055555555,0.0864983225806454,0,0,10,10,10,0.0400000000000001,0.04,0.0593097320079424,0.237541935483867,0.227646183108445,5,134.548611111111,0.666666666666668,0,80.7291666666666,80.7291666666667,24,0.799999999999999,-7.11236625150491e-17,0.799999999999999,-2.37078875050164e-16,0.04,4.99999999999998,100,672.743055555552,25,0,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237541935483873,0.209236025636993,19,0,134.548611111111,80.7291666666667,0.666666666666666,91.2,0,1,0.8,80.7291666666666,-1.02348685082632e-16,5.69999999999999,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.04,0,114,448.49537037037,0,2556.42361111111,380,0,9300,-6.3948846218409e-12,-3.5527136788005e-12,0,1866.10347222222,491.079861111112,0,4422.52708333333,1163.82291666667,0,613.650000000002,-5.86770775337373e-16,-0.625,0,0,-1.21844087869612e-15,5.09308287294978e-15,0,-6.16951361496759e-16,-1.95367931140639e-15,0,0,4422.52708333333,0.542194691271128,1866.10347222222,0.228781277522195,-5.72875080706581e-12,-7.02335614158672e-16,1163.82291666667,0.498346428540837,491.079861111112,0.210279322917943,-3.37507799486048e-12,-1.44520101872785e-15,0,0,0,0,0,0,613.650000000002,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9299.99999999999,69.12,69.12,22.8,0,69.12,9299.99999999999,22.08,2970.83333333333,23.9999999999999,80.7291666666666,0.5,23.9999999999999,0.799999999999998,0.799999999999998,193.749999999999,3229.16666666666,1163.82291666667,0.0864983225806451,0,491.079861111114,672.743055555552,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2,0.8,12270.8333333333,1,1,0.8,736.249999999999,80.7291666666666,4422.52708333332,1866.10347222222,2556.42361111111,0.086498322580645,0,0.5,0,100,929.999999999999,0.123870967741936,0.123870967741936,0.001,0.074322580645161,0.074322580645161,-0.407601463464502,9299.99999999999,13950,103.68,13950,69.1199999999999,-1.49587944370547e-16,-2.8421709430404e-16,0,0,0,-1.49587944370547e-16,-2.8421709430404e-16,0,-2.8421709430404e-16,1,0,0,-2.8421709430404e-16,0,0,1.06581410364015e-16,0,0,0,1.06581410364015e-16,1.06581410364015e-16,0,0,0,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038228,1532.37991062692,0,1746.91309811469,459.713973188075,0,0.7125,0.1875,0,0,0.9,891.249999999998,11883.3333333333,10992.0833333333,0,0.256991989597774,0.236208583819593,0,499.999999999995,81.5671410017884,46.7073846630888,0,10992.0833333333,0,0,613.650000000003,613.650000000003,0,2970.83333333333,2970.83333333333,22.08,11883.3333333333,1391.24999999999,88.3199999999997,12145.1562500001,3196.09374999995,0,0.209236025636993,0.227646183108444,1,0,0,0,0,0,0,0.237541935483873,0.237541935483867,0,15341.25,15341.2500000001,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.7,0.2,10,0.03,0.3,0.073,100,50,0.04,0.04,0.5,0.05,1.25,0.05,0.3,0.1,0.3,0.25,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0385847045076561,-0.0395052123812289,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0552642478782549,-0.11052849575651,-0.0552642478782549,0.165792743634765,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0276321239391274,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,0.0828963718173823,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,-0.0276321239391274,0.165792743634765,51.3506160797951,0.1,0,0,0,0,0,0,0,0.04,0,20,20,0.0195290045153027,10,0,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1
"6",5,255642.361111111,0.0864983225806451,67274.3055555555,0.0864983225806453,0,0,10,10,10,0.0400000000000001,0.04,0.0593097320079424,0.237541935483867,0.227646183108444,5,134.548611111111,0.666666666666668,2.11237479121454e-16,80.7291666666666,80.7291666666667,24,0.799999999999998,-1.38777878078145e-16,0.799999999999998,-4.62592926927149e-16,0.04,4.99999999999995,100,672.743055555549,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237541935483873,0.209236025636993,19,0,134.548611111111,80.7291666666667,0.666666666666666,91.2,0,1,0.8,80.7291666666666,-5.3776427755281e-17,5.69999999999999,80.7291666666666,103.153935185185,0,0,19,0,0,0,19,0.8,0.0399999999999998,2.11237479121454e-16,114,448.49537037037,0,2556.42361111111,380,0,9299.99999999999,-6.3948846218409e-12,-3.5527136788005e-12,0,1866.10347222222,491.079861111112,0,4422.52708333333,1163.82291666667,0,613.650000000002,-3.91180516891582e-16,-1,-1,0,-2.43688175739224e-16,2.08353390257035e-15,0,-4.11300907664506e-16,-1.75831138026576e-15,0,3.70526644574645e-16,4422.52708333332,0.542194691271128,1866.10347222222,0.228781277522195,-4.96269692007445e-12,-6.08418642497919e-16,1163.82291666667,0.498346428540836,491.079861111113,0.210279322917943,-2.70894418008538e-12,-1.15996397555788e-15,0,0,0,0,0,0,613.650000000002,2970.83333333333,2970.83333333333,2970.83333333333,22.08,22.08,22.08,9299.99999999999,69.12,69.12,22.8,0,69.12,9299.99999999999,22.08,2970.83333333333,23.9999999999999,80.7291666666666,0.5,23.9999999999999,0.799999999999998,0.799999999999998,193.749999999999,3229.16666666666,1163.82291666667,0.0864983225806452,0,491.079861111117,672.743055555549,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1999999999999,0.8,12270.8333333333,1,1,0.8,736.249999999999,80.7291666666666,4422.52708333332,1866.10347222221,2556.42361111111,0.086498322580645,0,0.5,0,100,929.999999999998,0.123870967741936,0.123870967741936,0.001,0.0743225806451609,0.0743225806451609,-0.407601463464502,9299.99999999998,13950,103.68,13950,69.1199999999999,0,-4.2632564145606e-16,0,0,0,0,-4.2632564145606e-16,0,-4.2632564145606e-16,1,0,0,-4.2632564145606e-16,0,-3.73969860926369e-17,3.5527136788005e-17,-7.105427357601e-17,0,0,3.5527136788005e-17,3.5527136788005e-17,0,0,-3.73969860926369e-17,0,380,0,0,0,100,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,5823.04366038228,1532.37991062692,0,1746.91309811469,459.713973188075,0,0.7125,0.1875,0,0,0.9,891.249999999998,11883.3333333333,10992.0833333333,0,0.256991989597774,0.236208583819593,0,499.999999999995,81.5671410017885,46.7073846630888,0,10992.0833333333,5.6843418860808e-12,4.22474958242909e-14,613.650000000003,613.650000000003,0,2970.83333333333,2970.83333333333,22.08,11883.3333333333,1391.25,88.3199999999998,12145.1562500001,3196.09374999995,0,0.209236025636993,0.227646183108444,1,7.105427357601e-12,-1.4210854715202e-12,0,8.71113940041764e-16,-6.08505692095937e-16,0,0.237541935483873,0.237541935483867,0,15341.25,15341.2500000001,0,0,0,0,0.8,0.8,0.8,0.3,1000,0.07,20,100,0.6,0.6,0.1,0.02,0.7,0.2,10,0.03,0.3,0.073,100,50,0.04,0.04,0.5,0.05,1.25,0.05,0.3,0.1,0.3,0.25,0.25,0.25,0.25,0.333333333333333,0.375,0.25,0.03,0.01,0.1,500,5,0.06,0.01,20,4,0.412903225806452,0.412903225806452,0.412903225806452,0.454193548387097,0.454193548387097,0.096,0.096,0.096,0.231855793420382,-0.0385847045076561,-0.0395052123812289,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0552642478782549,-0.11052849575651,-0.0552642478782549,0.165792743634765,0.1,0.331585487269529,-0.11052849575651,-0.11052849575651,-0.11052849575651,-0.11052849575651,0.165792743634765,-0.0276321239391274,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,0.0828963718173823,-0.0276321239391274,-0.11052849575651,-0.0276321239391274,-0.0276321239391274,0.165792743634765,51.3506160797951,0.1,0,0,0,0,0,0,0,0.04,0,20,20,0.0195290045153027,10,0,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1
